event,item,k,id proto,label,start time,end time,random time,velocity,random velocity,velocity control,trunc beg,trunc end,dilation ratio beta,dilation ratio alpha,cycles,cyclic after,force integer number of cycles,articul,preroll,postroll,transposition,transpose first,expand value,expand key,keymap mode,keymap0 p1,keymap0 q1,keymap0 p2,keymap0 q2,keymap1 p1,keymap1 q1,keymap1 p2,keymap1 q2,volume start,volume end,volume channel,volume mode (2 = continuous),modulation start,modulation end,modulation channel,modulation mode,panoramic start,panoramic end,panoramic channel,panoramic mode,pressure start,pressure end,pressure channel, pressure mode,pitchbend start,pitchbend end,pitchbend channel,pitchbend mode,tonal scale,block key
#173,1,(254),0,fa4,36482,38491,20,64,0,-1,0,0,2.0090,2.0090,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#174,1,(245),0,do5,36996,37499,20,64,0,-1,0,0,0.5030,0.5030,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#175,1,(265),0,sol4,37493,39501,20,64,0,-1,0,0,2.0080,2.0080,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#176,1,(260),0,sib4,37988,38992,20,64,0,-1,0,0,1.0040,1.0040,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#177,1,(268),0,mib4,38486,40495,20,64,0,-1,0,0,2.0090,2.0090,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#178,1,(257),0,sol5,38507,40516,20,64,0,-1,0,0,2.0090,2.0090,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#179,1,(261),0,sib4,38990,39492,20,64,0,-1,0,0,0.5020,0.5020,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#180,1,(266),0,fa4,39516,41525,20,64,0,-1,0,0,2.0090,2.0090,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#181,1,(262),0,lab4,39983,40486,20,64,0,-1,0,0,0.5030,0.5030,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#182,1,(269),0,re4,40509,41713,20,64,0,-1,0,0,1.2048,1.2048,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#183,1,(258),0,fa5,40521,41525,20,64,0,-1,0,0,1.0040,1.0040,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#184,1,(263),0,lab4,41010,41512,20,64,0,-1,0,0,0.5020,0.5020,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#185,1,(280),0,lab4,41497,41999,20,64,0,-1,0,0,0.5020,0.5020,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#186,1,(287),0,mib4,41506,41566,20,64,0,-1,0,0,0.0600,0.0600,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#187,1,(271),0,fa5,41515,42519,20,64,0,-1,0,0,1.0040,1.0040,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#188,1,(288),0,re4,41560,41620,20,64,0,-1,0,0,0.0600,0.0600,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#189,1,(290),0,mib4,41617,42501,20,64,0,-1,0,0,0.8840,0.8840,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#190,1,(281),0,sol4,42001,42503,20,64,0,-1,0,0,0.5020,0.5020,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#191,1,(282),0,mib5,42508,43010,20,64,0,-1,0,0,0.5020,0.5020,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#192,1,(291),0,sol3,42520,43726,20,64,0,-1,0,0,1.2060,1.2060,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#193,1,(273),0,mib5,42524,43026,20,64,0,-1,0,0,0.5020,0.5020,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#194,1,(274),0,sib4,43012,43515,20,64,0,-1,0,0,0.5030,0.5030,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#195,1,(283),0,sib4,43029,43532,20,64,0,-1,0,0,0.5030,0.5030,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#196,1,(298),0,lab3,43500,44504,20,64,0,-1,0,0,1.0040,1.0040,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#197,1,(275),0,do5,43503,44507,20,64,0,-1,0,0,1.0040,1.0040,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#198,1,(293),0,lab3,43503,43563,20,64,0,-1,0,0,0.0600,0.0600,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#199,1,(294),0,sol3,43563,43623,20,64,0,-1,0,0,0.0600,0.0600,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#200,1,(296),0,lab3,43649,45537,20,64,0,-1,0,0,1.8880,1.8880,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#201,1,(284),0,lab4,44013,45017,20,64,0,-1,0,0,1.0040,1.0040,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#202,1,(277),0,fa5,44514,45016,20,64,0,-1,0,0,0.5020,0.5020,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#203,1,(299),0,fa3,44514,45518,20,64,0,-1,0,0,1.0040,1.0040,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#204,1,(278),0,do5,45013,45515,20,64,0,-1,0,0,0.5020,0.5020,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#205,1,(285),0,lab4,45019,47128,20,64,0,-1,0,0,2.1090,2.1090,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#206,1,(314),0,sib3,45509,46799,20,64,0,-1,0,0,1.2900,1.2900,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#207,1,(302),0,re5,45517,46050,20,64,0,-1,0,0,0.5330,0.5330,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#208,1,(303),0,sib4,46078,46620,20,64,0,-1,0,0,0.5420,0.5420,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#209,1,(316),0,lab3,46586,46857,20,64,0,-1,0,0,0.2710,0.2710,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#210,1,(305),0,mib5,46605,48754,20,64,0,-1,0,0,2.1490,2.1490,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#211,1,(318),0,la3,46883,47064,20,64,0,-1,0,0,0.1810,0.1810,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#212,1,(319),0,lab3,47050,47221,20,64,0,-1,0,0,0.1710,0.1710,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#213,1,(312),0,sol4,47126,47669,20,64,0,-1,0,0,0.5430,0.5430,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#214,1,(320),0,sol3,47235,47415,20,64,0,-1,0,0,0.1800,0.1800,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#215,1,(321),0,lab3,47398,47670,20,64,0,-1,0,0,0.2720,0.2720,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#216,1,(322),0,sib3,47664,49813,20,64,0,-1,0,0,2.1490,2.1490,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#217,1,(324),0,sib3,47681,48755,20,64,0,-1,0,0,1.0740,1.0740,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#218,1,(313),0,fa4,48211,49818,20,64,0,-1,0,0,1.6070,1.6070,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#219,1,(325),0,sib2,48745,49830,20,64,0,-1,0,0,1.0850,1.0850,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#220,1,(307),0,mib5,48764,49578,20,64,0,-1,0,0,0.8140,0.8140,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#221,1,(309),0,re5,49550,49811,20,64,0,-1,0,0,0.2610,0.2610,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#222,1,(340),0,mib3,49806,50921,20,64,0,-1,0,0,1.1150,1.1150,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#223,1,(328),0,re5,49826,49995,20,64,0,-1,0,0,0.1692,0.1692,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#224,1,(334),0,sol4,49843,50958,20,64,0,-1,0,0,1.1150,1.1150,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#225,1,(330),0,mib5,49965,50939,20,64,0,-1,0,0,0.9740,0.9740,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#226,1,(341),0,sol2,50926,52051,20,64,0,-1,0,0,1.1250,1.1250,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#227,1,(332),0,sib4,50933,53172,20,64,0,-1,0,0,2.2390,2.2390,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#228,1,(337),0,reb4,51487,52050,20,64,0,-1,0,0,0.5630,0.5630,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#229,1,(342),0,lab2,52049,53163,20,64,0,-1,0,0,1.1140,1.1140,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#230,1,(338),0,do4,52635,53750,20,64,0,-1,0,0,1.1150,1.1150,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#231,1,(333),0,lab4,53170,54285,20,64,0,-1,0,0,1.1150,1.1150,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#232,1,(343),0,fa2,53173,54288,20,64,0,-1,0,0,1.1150,1.1150,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#233,1,(339),0,do4,53730,54292,20,64,0,-1,0,0,0.5620,0.5620,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#234,1,(365),0,re3,54301,55416,20,64,0,-1,0,0,1.1150,1.1150,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#235,1,(361),0,sib3,54830,55392,20,64,0,-1,0,0,0.5620,0.5620,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#236,1,(366),0,mib3,55404,56519,20,64,0,-1,0,0,1.1150,1.1150,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#237,1,(345),0,sol4,55408,56523,20,64,0,-1,0,0,1.1150,1.1150,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#238,1,(362),0,mib4,55964,56639,20,64,0,-1,0,0,0.6756,0.6756,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#239,1,(363),0,mib4,56533,57648,20,64,0,-1,0,0,1.1150,1.1150,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#240,1,(367),0,lab2,56534,57649,20,64,0,-1,0,0,1.1150,1.1150,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#241,1,(347),0,sol4,56541,56709,20,64,0,-1,0,0,0.1680,0.1680,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#242,1,(349),0,fa4,56668,57643,20,64,0,-1,0,0,0.9750,0.9750,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#243,1,(351),0,fa4,57621,57789,20,64,0,-1,0,0,0.1680,0.1680,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#244,1,(364),0,re4,57624,58738,20,64,0,-1,0,0,1.1140,1.1140,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#245,1,(368),0,sib2,57649,58774,20,64,0,-1,0,0,1.1250,1.1250,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#246,1,(354),0,sol4,57778,57818,20,64,0,-1,0,0,0.0400,0.0400,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#247,1,(355),0,fa4,57825,57876,20,64,0,-1,0,0,0.0510,0.0510,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#248,1,(357),0,sol4,57882,58494,20,64,0,-1,0,0,0.6120,0.6120,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#249,1,(359),0,lab4,58455,58736,20,64,0,-1,0,0,0.2810,0.2810,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#250,1,(373),0,sol4,58743,58814,20,64,0,-1,0,0,0.0710,0.0710,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#251,1,(378),0,mib2,58762,60068,20,64,0,-1,0,0,1.3060,1.3060,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#252,1,(370),0,mib4,58765,59880,20,64,0,-1,0,0,1.1150,1.1150,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#253,1,(374),0,fa4,58836,58906,20,64,0,-1,0,0,0.0700,0.0700,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#254,1,(376),0,sol4,58880,59864,20,64,0,-1,0,0,0.9840,0.9840,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#255,1,(396),0,mib4,60052,61207,20,64,0,-1,0,0,1.1550,1.1550,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#256,1,(380),0,do5,60059,61445,20,64,0,-1,0,0,1.3860,1.3860,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#257,1,(389),0,mib4,60068,60651,20,64,0,-1,0,0,0.5830,0.5830,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#258,1,(391),0,sol4,60640,61212,20,64,0,-1,0,0,0.5720,0.5720,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#259,1,(392),0,re4,61194,61777,20,64,0,-1,0,0,0.5830,0.5830,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#260,1,(382),0,do5,61212,61313,20,64,0,-1,0,0,0.1010,0.1010,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#261,1,(397),0,re4,61220,62385,20,64,0,-1,0,0,1.1650,1.1650,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#262,1,(383),0,si4,61328,61418,20,64,0,-1,0,0,0.0900,0.0900,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#263,1,(384),0,do5,61423,61523,20,64,0,-1,0,0,0.1000,0.1000,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#264,1,(386),0,si4,61520,62394,20,64,0,-1,0,0,0.8740,0.8740,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
#265,1,(393),0,fa4,61799,62381,20,64,0,-1,0,0,0.5820,0.5820,1,0,0,0,0.0000,0.0000,0,1,0.0000,-1,OFF,0,0,127,127,0,0,127,127,90,90,1,1,0,0,1,1,64,64,1,1,0,0,1,1,8192,8192,1,1,rameau_en_sib,60
